"agn_id","code","name","address_1","address_2","city","state","zip","phone","fax","url","rgn_id"
"542","PAPSCY","Pinebrook Service for Children & Youth","402 North Fulton At","","Allentown","PA","18102","610-432-3919","","",""
"543","TNAGAPE","AGAPE","4555 Trousdale Dr","","Nashville","TN","37204","615-781-3000","","",""
"544","OHAAFC","Advantage Adoption and Foster Care","43 East Fourth Street","","Mansfield","OH","44902","419-528-4411","","",""
"545","MNDSP","Downeyside","400 Sibley St","Suite 20","St Paul","MN","55101","651-228-0117","","",""
"546","TNDCSJC","Department of Children's Services","2555 Plymouth Road","","Johnson City","TN","37601","423-854-5085","423-952-7016","","1007"
"547","MSHHAJ","Harden House Adoption","1900 North West Street","Suite B","Jackson","MS","39202","601-354-0983","","",""
"548","MNSAHS","Summit Adoption Home Studies, Inc.","1389 Summit Ave","","St Paul","MN","55119","651-645-6657","","",""
"549","FLCHSO","Children's Home Society","3535 Lawton Rd","","Orlando","FL","34758","407-895-5800","","",""
"550","TNRSI","Residential Services Inc","3055 Lebanon Park","Bldg III, Suite 1400","Nashville","TN","37214","615-367-4333","","",""
"551","NHCAFS","Casey Family Services- RRT","105 Loudon Rd","Bldg 2","Concord","NH","03301","603-224-8909","","",""
"552","MIHATW","Hands Across The Water","781 Avis Drive","#200","Ann Arbor","MI","48108","734-477-0135","734-477-0213","www.hatw.org",""
"553","MIKCA","Keane Center for Adoption","930 Mason","","Dearborn","MI","48124","313-277-4664","","",""
"554","PALCFS","Lutheran Child & Family Service","1256 Easton Rd","","Roslyn","PA","19001-3128","215-881-6800","","",""
"555","OHACW","A Child Is Waiting","3490 Ridgewood Road","","Akron","OH","44333","330-665-1811","330-668-1889","www.achildswaiting.com",""
"556","ILCC","Catholic Charities of Illinois","203 North Ottawa Street","2nd Floor","Joliet","IL","60432","815-723-3053","","",""
"557","NEHHS-NC","Nebraska Health and Human Services-NE City","1102 Third Avenue","","Nebraska City","NE","68410","402-873-6671","","",""
"558","FLDCFN","Department of Children and Families","215 Airport-Pulling Road","North Naples Service Center","Naples","FL","34112","239-643-5865","","",""
"559","WIASI","Adoption Services Inc.","2439 S Oneida St","","Appleton","WI","54915","920-735-6750","","",""
"560","TXSFC","Spaulding for Children","8552 Katey Freeway","Suite 100","Houston","TX","77024","713-681-6991","713-681-9089","www.spauldingforchildren.org",""
"561","CTDCFNH","Dept of Children & Families","One Long Wharf","","New Haven","CT","06511","203-786-2522","","",""
"562","PACSS","Catholic Social Services","227 North 18th Street","","Philadelphia","PA","19103","215-854-7000","","",""
"563","GCDSS","Greensville County DSS","PO Box 1136","","Emporia","VA","23847","434-634-6576","","",""
"564","TNYVJ","Youth Villages","24 Weatherford Square","","Jackson","TN","38305","731-660-6778","","",""
"565","GABCS","Bethany Christian Services","6645 Peachtree Dunwoody Road","","Atlanta","GA","30328","770-455-7111","770-455-7118","http://www.bethany.org/atlanta","1007"
"566","MNAH","Acres of Hope","7519 W. 110th Street","","Bloomington","MN","55438","952-212-4483","","",""
"567","OHOYAP","Ohio Youth Advocate Program","1283 Conant Street","","Maumee","OH","43537","419-841-9882","","",""
"568","PAOAAP","One Another Adoption Program","50 E Market St","","Hellam","PA","17406","717-845-2384","","",""
"569","MODFS","Division of Family Services","111 North 7th","","St. Louis","MO","63101","314-340-7000","314-340-7009","","1007"
"570","DECFF","Children and Families First","2005 Baynard Boulevard","","Wilmington","DE","19802","302-658-5177","","www.cffde.org",""
"571","WILSS","Lutheran Social Services","5 Odana Court","","Madison","WI","53719","608-270-6604","","",""
"572","FLCCC","Camelot Community Care","702 Bay St NE","","St Petersburg","FL","33701","727-898-4198","","",""
"573","NCLCDSS","Lenoir County Dept. of Social Services","PO Box 6","","Kinston","NC","28502","252-559-6400","","",""
"574","IAFI","Families, Inc.","101 W Main St","PO Box 130","West Branch","IA","52358","319-643-2532","","",""
"575","TXMCFS","Marywood Children and Family Services","510 West 26th Street","","Austin","TX","78705","512-472-9251","","",""
"576","TNDCSCLE","Department of Children's Services","2703 Commerce Dr","","Cleveland","TN","37311","423-479-0591","423-479-0588","",""
"577","NYYGB","You Gotta Believe","1220 Neptune Ave","Suite 166","Brooklyn","NY","11224","800-601-1779","","",""
"578","OKCDHS","Oklahoma County Dept of Human Services","5905 N. Classen Court","","Oklahoma City","OK","73118","405-767-2649","","",""
"579","PAFODB","Field of Dreams Adoption Services","P O Box 56","","Bellefonte","PA","16823","814-355-4310","","",""
"580","OKACOKC","Adoption Center of NE Oklahoma","2481 NW 40th","","Oklahoma City","OK","73112","405-948-0656","","",""
"581","CTDCHR","Downeyside","34 Connecticut Blvd","Suite 7","East Hartford","CT","06108-3014","860-257-1694","","",""
"582","ILLHY","Lawrence Hall Youth Services","65 East Wacker Place","Suite 500","Chicago","IL","60601","312-346-3383","","",""
"583","CTKFC","Klingberg Family Centers","370 Linwood Street","","New Britain","CT","06052","860-243-4416","860-826-1238","www.klingberg.org",""
"584","PACAHP","Children's Aid Home Programs","PO Box 1195","","Somerset","PA","15501","814-445-1637","","",""
"585","BAC","Beacon Adoption Center, Inc","66 Lake Buel Rd","","Great Barrington","MA","01230","413-528-2749","","",""
"586","TNMP","Miriam's Promise","552 Russell Street","","Nashville","TN","37206","615-292-3500","615-292-0368","www.miriamspromise.org/","1007"
"587","TXTDPRS","Texas Department of Protective & Regulatory Services","301 Main Street","","Brownwood","TX","76801","325-643-7000","","",""
"588","ARFAS","Families Are Special","2200 Main St","","North Little Rock","AR","72118","501-758-9184","","",""
"589","MNDO","Downeyside","560 Dunnell Drive","Suite 201","Owatonna","MN","55060","507-446-8503","","",""
"590","MSSCH","Sunnybrook Children's Home","PO Box 4871","","Jackson","MS","39296","601-856-6555","","",""
"591","NYWCDSS","Wyoming County Department of Social Services","466 North Main Street","P.O. Box 231","Warsaw","NY","14569","585-786-8900","","",""
"592","TNDCSD","Department of Children's Services","1979 St John Ave","Suite F","Dyersburg","TN","38024","731-286-8304","","",""
"593","NEHHS-McC","Nebraska Health & Human Services- McCook","PO Box 1235","","McCook","NE","69001","308-345-8442","","",""
"594","NCDSSDC","Durham County Dept of Social Services","220 East Main St","","Durham","NC","27703","919-560-8015","","",""
"595","PASH","Sanctuary House","868 Lincoln Way West","","Chambersburg","PA","17201","717-267-2744","","",""
"596","ILECF","Evangelical Child and Family Agency","1530 North Main Street","","Wheaton","IL","60187","630-653-6400","","",""
"597","SCAA","Adoption Advocacy","1712 Waterway Court","","Spartansburg","SC","29301","864-242-9161","","",""
"598","ARA","Adoption Resource Associates","245 First Street, 18th Floor","","Cambridge","MA","02142","617-492-8888","","http://adoptara.org/","1008"
"599","SCSE","Southeastern Exchange","PO Box 1453","","Greenville","SC","29602","864-242-0460","","",""
"600","COAHA","Adoption Homestudy Agency","4685 W Princeton Ave","","Denver","CO","80236","720-214-0606","","",""
"601","WAWACAP","World Association for Children and Parents","PO Box 88948","","Seattle","WA","98138","206-575-4550","206-575-4148","www.wacap.org","1007"
"602","WAAAN","Adopt America Network","119 Fineview Road","","Chehalis","WA","98532","360-748-6330","","",""
"603","TNARC","Adoption Resource Center","9180 Salem Rd","","Arlington","TN","38002","901-829-2885","","",""
"604","MIOFS","Oakland Family Services","114 Orchard Lake Rd","","Pontiac","MI","48341-2244","248-858-7766","","",""
"605","CAAFS","Alternative Family Services","111 Myrtle St","Suite 102","Oakland","CA","94607","510-839-3800","","",""
"606","AZLDSFS","LDS Family Services","235 S El Dorado","","Mesa","AZ","85202","480-968-2295","","",""
"607","COJCAN","Jewish Children Adoption Network","P.O. 147016","","Denver","CO","80214-7016","303-573-8113","","",""
"608","NMCRI","Child-Rite Inc","3200 Carlisle NE","Suite 220","Albuquerque","NM","87110","505-889-4515","","",""
"609","WVSWC","Social Worker Consultants, Inc","1229 Greenbrier Rd","","Fairmont","WV","26554","304-366-0071","","",""
"610","CAR","Center for Adoption Research","196 Maple Avenue","Rose Gordon Building","Shrewsbury","MA","01545-8222","508-856-5397","508-856-8515","","1001"
"611","NHDCYFLI","Division of Children, Youth & Families- Littleton","80 North Littleton Rd","","Littleton","NH","03561","603-444-6786","","",""
"612","PAR","Rejoice","1800 State Street","","Harrisburg","PA","17103","717-221-0722","717-221-0843","","1007"
"613","FLCN","Childnet","1400 W Commercial Blvd","","Fort Lauderdale","FL","33309","954-202-3393","","",""
"614","RILTA","Links to Adoption","PO Box 4824","","Rumford","RI","02916","401-434-1353","","",""
"615","MNLLMHS","Lincoln, Lyon and Murray Human Services","Lyon County Courthouse","607 West Main St","Marshall","MN","56131","507-532-1260","","",""
"616","VACCC","Commonwealth Catholic Charities","541 Luck Ave SW","Suite 118","Roanoke","VA","24016","540-278-1627","","",""
"617","TNCCH","Christian Children's Homes of Tennessee","PO Box 285","","Elizabethton","TN","37644","423-542-4245","","",""
"618","TNYVM","Youth Villages, Inc","5515 Shelby Oaks Dr","","Memphis","TN","38134","901-252-7697","","",""
"1000","MSMFFK","Mississipppi Families for Kids","620 North State Street","Suite 304","Jackson","MS","39202","601-360-0591","","",""
"1001","MIAA","Adoption Associates","1338 Baldwin","","Jenison","MI","49428","616-285-5866","616-667-5866","adopt@adoptassoc.com",""
"1002","NJHAPS","Homestudies & Adoptive Placement Services","668 American Legion Dr","","Teaneck","NJ","07666","201-836-5554","201-836-0204","",""
"1003","OKDHSA","Carter County Dept of Human Services","925 W Broadway","","Ardmore","OK","73401","580-490-6060","","",""
"1005","INAN","Adoption Network","PO Box 808","","Notre Dame","IN","46556","574-289-3323","574-289-3323","",""
"1006","MDCCYDSS","Carroll County Department of Social Services","1232 Tech Court","","Westminster","MD","21157","410-386-3315","","",""
"1007","PASTJo","St. Joseph's Center","2020 Adams Avenue","","Scranton","PA","18509","570-963-1261","570-963-1261","www.stjosephscenter.org",""
"1008","TNDCSK","Department of Children's Services Knoxville","531 Henley St","","Knoxville","TN","37902","865-594-6110","865-594-6193","",""
"1009","TNYVC","Youth Villages Cookeville","1420 Neal St","Suite 202","Cookeville","TN","38501","931-525-6900","931-525-6970","",""
"1010","NDVFSC","The Village Family Service Center","411 North 4th Street","#10","Bismarck","ND","58501","701-255-1165","","",""
"1012","gaspcdfc","Spalding County Department of Family& Children Services","unknown","","Griffin","GA","30223","770-233-5483","","",""
"1013","MESAH","St. Andre Home, Inc.","283 Elm St","","Biddeford","ME","04005-3093","207-282-3351","207-282-8733","",""
"1014","TNDCSC","Department of Children Services","311 Martin Luther King Blvd.","","Chattanooga","TN","37403-9948","423-634-6516","423-634-6395","","1007"
"1015","PAPR","Pressley Ridge","630 Janet Avenue","","Lancaster","PA","17601","717-397-5241","","www.fslancaster.org",""
"1016","MOWCFS","Warren County Family Services","PO Box 9","","Warrenton","MO","63383","636-456-3307","","",""
"1017","TNCFAC","Center for Adoption - Columbia","211 Wayne St","","Columbia","TN","38401","931-380-5958","931-380-3343","",""
"1018","AZACA","Arizona's Children's Association","2001 N Third Street","Suite 103","Phoenix","AZ","85004","602-253-1620","602-253-1631","",""
"1019","PADCS","Delta Communtiy Supports","2210 Mount Carmel Avenue","","Glenside","PA","19038","215-887-6300","215-887-6400","www.deltaweb.org","1007"
"1020","NYBUL","Buffalo Urban League","15 East Genesee Street","","Buffalo","NY","14203","716-882-8852","","",""
"1021","SCDSSNC","Charleston County Dept of Social Services","3346 Rivers Ave","Suite F","North Charleston","SC","29405","843-953-9773","","",""
"1022","TNOVK","Omni Visions, Inc","17 Emory Place","","Knoxville","TN","37919","865-524-4393","865-670-1945","",""
"1023","CTLSSNE","Lutheran Social Services of NE","2139 Siles Deane Highway #201","","Rocky Hill","CT","06067","","860-257-0340","lls@aol.com",""
"1024","ILCHAS","Children's Home and Aid Society of Illinois","1279 North Milwauke Avenue","","Chicago","IL","60622","773-862-5999","","",""
"1025","AZCCS","Catholic Charties Social Services-Arizona","736 North Main Street","","Cottonwood","AZ","86326","928-634-4254","","",""
"1026","PABCS","PA Bethany Christian Services","7827 Old York Road","","Elkins Park","PA","19027","215-376-6200","215-635-0837","www.bethany.org",""
"1027","GAGM","Georgia Mentor","2799 Lawrenceville Highway","Suite 201","Decatur","GA","30033","770-496-5500","770-496-0101","www.thementornetwork.com",""
"1028","NYSCDSS","Suffolk County DSS","PO Box 18100","","Hauppauge","NY","11701","631-854-9335","","",""
"1029","NJDYFS","Division for Youth and Family Services","22 Mill Street","","Paterson","NJ","07505","973-523-6090","973-977-6026","",""
"1030","DECC","Childrens Choice","1151 Walker Road","Suite 100","Dover","DE","19904","302-335-5538","","",""
"1031","INGWCH","Gateway Woods Children's Home","PO Box 151","","Leo","IN","46765","260-627-2159","260-627-3601","",""
"1032","NEDHHS","Nebraska Dept of Health and Human Services","128 North 6th Street","Box 669","O'Neill","NE","68763","402-336-2750","402-336-3060","",""
"1033","MDPGCDSS","Prince George's County Department of Social Services","805 Brightseat Road","","Landover","MD","20785","301-909-2000","","",""
"1034","MODS","Downeyside'","1 West Armour Blvd","Suite 16","Kansas City","MO","64111","816-531-5465","816-561-1968","www.downeysidekc.org","1007"
"1035","ORBGAS","Boys & Girls Aid Society of Oregon","018 SW Boundary Cout","","Portland","OR","97239","503-542-2312","","kherold@boysandgirlsaid.org",""
"1036","ARAARE","Arkansas Adoption Resource Exchange","PO Box 1437","Slot S565","Little Rock","AR","72203","501-682-8959","","linda.dismuke@mail.state.ar.us",""
"1037","FLAE","Florida Adoption Exchange","1317 Winewood Blvd","","Tallahassee","FL","32399-0700","850-921-8357","","sharon.tintle@dcf.state.fl.us",""
"1038","IAKSFAI","KidSake & Foster/Adopt Iowa","6864 NE 15th Street","Suite 5","Ankeny","IA","50021","515-289-4649","","astein@ifapa.org",""
"1039","AJB","Adoption Journey of Boston/Child and Family Services","265 Medford Street","Suite 604","Somerville","MA","02143","617-776-8030","","",""
"1040","NHDCYFP","Division of Children, Youth and Families- Seacoast","50 International Drive","","Portsmouth","NH","03801","603-433-8300","603-433-8393","",""
"1041","MDAACDSS","Anne Arundel County Department of Social Services","2666 Riva Road","","Annapolis","MD","21401-0675","410-897-3950","410-222-4231","","1007"
"1042","PAB","Bethanna","1030 Second St Pike","","Southampton","PA","18966","215-849-8815","215-849-8957","www.bethana.org",""
"1043","TNAGAPEJ","Agape Child & Family Services","77 Federal Dr","","Jackson","TN","38305","866-668-9698","731-668-9658","",""
"1044","NYSCCC","New York State Citizen's Coalition for Children-RRT","501 4th Street","","Brooklyn","NY","11215","607-272-0034","","",""
"1045","WHFCBRANCH","Wide Horizons for Children (Branch)","460 Totten Pond Road","Suite 560","Waltham","MA","02451","","","",""
"1046","OKDHSS","Department of Human Services","711 E Krayler","","Stillwater","OK","74075","405-707-3711","405-707-3774","",""
"1047","FLDEVEREUX","Devereux","4720 Old Highway 37","","Lakeland","FL","33813","863-619-4100","863-648-3336","",""
"1048","VAUMFSRI","United Methodist Family Services Richmond","3900 West Broad Street","","Richmond","VA","23230","804-353-4461","","",""
"1049","GAAGC","All God's Children","1671 Merriweather Drive","Suite 101","Bogart","GA","30622","706-316-2421","706-316-2423","www.allgodschildren.org",""
"1050","KYMSU","Murray State University Training Resource Center","400N. Applied Science Building","","Murray","KY","42071","270-762-6946","","",""
"1051","NYGCDSS","Genesee County DSS","5130 East Main St","","Batavia","NY","14020-3433","585-344-2580","588-343-5548","",""
"1052","TNOVJ","Omni Visions","500 N Cherokee Street","","Jonesborough","TN","37659","423-552-0275","423-913-2463","",""
"1053","WVBUMFS","Burlington United Methodist Family Services","RR3","Box 3122","Kaiser","WV","26726","304-788-2342","","",""
"1054","MICFSUP","Child and Family Services of Upper Peninsula","1100 South Front Street","","Marquette","MI","49855","906-228-4025","","",""
"1055","KYAHS","Adoption Homestudy Specialists","Plainview Point 1","10507 Timberwood Circle, Suite 216","Louisville","KY","40223","502-423-7713","","",""
"1056","IAFC","Family Connections","6684 110th Street","","McCallsburg","IA","50154","641-487-7832","641-487-7831","",""
"1057","NYFT","Family Tree","2 Cremont Drive","","Clifton Park","NY","12065","518-371-1336","518-371-4262","",""
"1058","VAREVA","Adoption Resource Exchange of Virginia","7 North 8th Street, 4th Floor","","Richmond","VA","23219","804-726-7524","","",""
"1059","CTJFSB","Jewish Family Service, Inc.","2370 Park Avenue","","Bridgeport","CT","06604","203-366-5438","203-366-1580","",""
"1060","ARDHSP","Dept of Human Services","1222 W 6th Street","","Pine Bluff","AR","71601","870-534-4200","","",""
"1061","ILCSSSI","Catholic Social Services of Southern Illinois","8601 West Main Street","Suite 201","Belleville","IL","62223","618-394-5900","618-394-5909","www.cssil.org",""
"1062","OHGCJFS","Geauga County Job and Family Services","12480 Ravenwood Drive","","Chardon","OH","44024","440-285-9141","440-286-6654","",""
"1063","NYCDSS","Chautauqua County DSS","110 East 4th Street","","Jamestown","NY","14701","716-661-8070","716-366-7278","",""
"1064","ALCAS","Children's Aid Society","c/o State Dept. of Human Resources","Gordon Persons Bldg., 50 Ripley Street","Montgomery","AL","36130","334-353-4797","","",""
"1065","PACSA","Catholic Social Agency","530 Union Boulevard","","Allentown","PA","18109-3230","610-435-1541","610-435-4367","allentowndiocese.org",""
"1066","LSSNE","Lutheran Social Services of New England","PO Box 789","","Brockton","MA","02303-0789","508-580-6716","508-580-5830","www.LSSNE.org",""
"1067","LAFSGBR","Family Services of Greater Baton Rouge (AdoptUSKids RRT)","4845 Jamestown Avenue","Suite 101","Baton Rouge","LA","70808","225-924-2399","","",""
"1068","CTAFAP","CT Assoc. of Foster & Adoptive Parents (AdoptUSKids RRT)","2189 Silas Deane Highway","","Rocky Hill","CT","06067","860-258-3400","","",""
"1069","MAAA","Angel Adoptions","11 Dix Street","","Waltham","MA","02453","781-899-9222","","",""
"1070","ACC","Adoption Council of Canada","Bronson Centre, 211 Bronson Avenue #210","Ottawa Ontario","Canada K1R6H5","CA","00000","613-235-0344","","www.adoption.ca",""
"1071","NJARE","NJ Adoption Resource Exchange- AdoptUSKids RRT","NJ Division of Youth & Family Services","PO Box 717","Trenton","NJ","08625","800-281-3005","","","1007"
"1072","PAAHSA","Adoption Home Study Associates","1708 Yardley Drive","","West Chester","PA","19380","610-429-1001","","","1001"
"1073","NCNAS","Nathanson Adoption Service","6060 J A Jones Drive","Suite 504","Charlotte","NC","28287","704-553-9506","704-553-6143","","1007"
"1075","LADSSOCS","Louisiana DSS- Office of Community Services","1010 Common Street 10th Floor","","New Orleans","LA","70112","504-568-7413","","",""
"1076","LADSS","Department of Social Services New Orleans","Office of Community Services","1010 Common Street","New Orleans","LA","70157","504-568-2890","504-588-7444","","1001"
"1077","BCCHOICES","CHOICES","Suite 100","850 Blanshard St","Victoria, BC V8W2H2","CA","11111","250-479-9811","","","1001"
"1078","DCCFSA","Child & Family Services Agency","400 6TH Streeet, SW","","Washington","DC","20024","202-727-5006","","",""
"1079","TNDCSMC","Department of Children's Services- Montgomery County","301 Pageant Lane","#301","Clarksville","TN","37040","","","",""
"1080","TNDSS","Tennessee Dept of Social Services","1501 Riverside Dr","Suite 105","Chattanooga","TN","37406","423-493-5953","","","1001"
"1081","NHDCYFC2","Division for Children, Youth and Families- State Office","Thayer Building","129 Pleasant Street","Concord","NH","03301","800-852-3345","","","1007"
"1082","MNLSS","Lutheran Social Service of Minnesota","2400 Park Avenue South","","Minneapolis","MN","55404","612-879-5230","612-871-0354","www.minnesotaadoption.org",""
"1083","NYBCDSS","Broome City Dept of Social Services","36-42 Main Street","","Binghamton","NY","13905","607-778-2552","","","1002"
"1084","TNHHC","Holston Home for Children","404 Holston Drive","","Greeneville","TN","37744","423-638-4171","","","1007"
"1085","SCDSSCOL","South Caroline DSS- Columbia","2638 Two Notch Road  Suite 200","","Columbia","SC","29204","888-711-7095","","",""
"1086","OHCCDCF","Cuyahoga  County  Department of Children and Family","3955 Euclid Avenue","","Cleveland","OH","44115","216-561-5471","216-561-4066","",""
"1087","CACKC","California Kids Connection- AdoptUSKids RRT","528 Grand Avenue","","Oakland","CA","94610","510-272-0204","","",""
"1088","OHACCS","Adams County Childrens Services","300 North Wilson Drive","","West Union","OH","45693","937-544-2511","937-544-9724","","1007"
"1089","CCLEO","Catholic Charities-Leominster","196 Mechanic Street","","Leominster","MA","01453","978-840-0696","","","1002"
"1090","OKOCOC","One Church One Child- AdoptUSKids RRT","3129 North Martin Luther King","","Oklahoma City","OK","73111","405-424-0225","","1church1child@sbcglobal.net",""
"1091","MEDHSR","Maine Dept.of Human Services-Rockland","360 Old County Road","","Rockland","ME","04841","207-596-4212","","","1007"
"1093","TXLF","Little Flower","3631 Fairmount Street","","Dallas","TX","75219","817-925-2989","214-750-1970","",""
"1094","NCKAFCN","NC Kids Adoption & Foster Care Network- AdoptUSKids RRT","PO Box 26170","","Greensboro","NC","27402","336-315-7450","","",""
"1095","PACSSMC","Catholic Social Services of Monroe County","411 Main Street","Suite 102A","Stroudsburg","PA","18360","570-476-6460","570-476-6466","","1007"
"1096","TNOVNA","Omni Visions, Inc. (Nashville)","618 Grassmere Park Drive","Ste. 2","Nashville","TN","37211","615-460-7051","615-460-7057","",""
"1097","ohmcfcs","Morrow County Family & Children Services","16 Center Street","","Mount Gilead","OH","43338","419-947-5437","","","1007"
"1098","PAKP","Kids Peace","647 East Mill Street","","Port Allegany","PA","16743-9741","814-598-9980","","",""
"1099","NMCRIT","Child-Rite, Inc","1128 Paseo DelPueblo Sur","","Taos","NM","87571","505-758-0343","","","1007"
"1100","TNDCSG","TN Department of Children's Services","393 Maple Street","Suite 201","Gallatin","TN","37066","615-451-5818","","","1007"
"1101","TNDCSDI","TN Department of Children Services","222 State Street","","Dickson","TN","37055","615-441-5650","","","1007"
"1102"," NHDCYFS","Division of Children, Youth and Families- Salem","154 Main Street","","Salem","NH","03079","603-893-9763","603-890-3909","","1007"
"1103","NHDCYFCL","Division of Children, Youth and Families- Claremont","17 Water Street","","Claremont","NH","03743","603-542-9544","603-542-1707","","1007"
"1104","NJARC","Adoption Resource Center of New Jersey","4 Echelon Plaza","201 Laurel Road Lowel Level","Voorhees","NJ","08043","609-567-0010","","","1007"
"1105","DEECMAL","MA Dept of Early Education and Care - Malden (formerly OCCS)","350 Main Street","4th Floor","Malden","MA","02148","781-338-6364","","www.mass.gov/eec",""
"1106","TNDCS","Tennessee Dept of Children's Services","1400 College Park Drive","Suite A","Columbia","TN","38401","931-380-2587","931-380-2585","","1007"
"1107","TNDCSL","Department of Children's Service","410 West Gaines Street","","Lawrenceburg","TN","38464","931-766-1488","931-766-3440","","1007"
"1108","FLAAA","Adopt An Angel, Florida, Inc.","1801 S Federal Hwy","Suite 236","Delray Beach","FL","33483","561-266-9300","561-266-9300","info@adoptanangelflorida.com","1007"
"1109","KSKCSL","Kansas Children's Service League","15717 College Blvd","","Lenexa","KS","66219","913-621-2016","","","1007"
"1110","MDDSSG","Garrett County Department of Social Services","12578 Garrett Highway","","Oakland","MD","21550","301-533-3045","","",""
"1111","DCFWORWEST","DCF Worcester West Area Office","13 Sudbury St","","Worcester","MA","01609","508-929-2000","508-929-2161","","1001"
"1112","PACCL","Children's Choice- Louisburg","3948 Westbranch Highway","","Louisburg","PA","17837","570-522-1030","","",""
"1113","MISVCC","St. Vincent Catholic Charity","2800 West Willow Street","","Lansing","MI","48910","517-323-4734","517-886-1168","",""
"1114","GAGT","The Giving Tree","1842 Clairmont Avenue","","Decatur","GA","30033","404-633-3383","","",""
"1115","VABCS","Bethany Christian Services - Charlottesville","1927 Arlington Blvd","Ste 101","Charlottesville","VA","22903-1533","434-979-9631","","www.bethany.org","1007"
"1116","ILCCD","Catholic Charities Des Plaines","1717 Rand Road","","Des Plaines","IL","60016","847-376-2124","847-390-8214","","1007"
"1117","INFCS","Foster Care Services, Inc","1016 West 7th Street","Suite 330","Auburn","IN","46706","260-925-4142","260-925-4142","","1007"
"1118","NHDCYFB","Division of Children, Youth and Families- Berlin","231 Main Street","","Berlin","NH","03570","603-752-7800","","","1007"
"1119","MDCFC","Casi Foundation for Children","3415 Olandwood Court","Suite 201","Olny","MD","20832","301-570-9600","301-570-9233","","1007"
"1120","TNDCSLE","Department of Children's Services Lebanon","217 East High Street","","Lebanon","TN","37087","615-443-5454","","","1007"
"1121","FLAIC","Florida's Adoption Information Center- AdoptUsKids RRT","4203 Southpoint Blvd","","Jacksonville","FL","32216","904-353-0679","904-353-3472","",""
"1122","ILAFC","Adoption Information Center of Illinois","120 West Madison","","Chicago","IL","60602","312-346-1516","312-346-0004","adoptinfo-il.org","1007"
"1123","MIARE","Michigan Adoption Resource Exchange","330  West Michigan Avenue","","Jackson","MI","49204","517-783-6273","","www.mare.org","1007"
"1124","AZBAF","Building Arizona Families","18449 West Ivy Lane","","Surprise","AZ","85388","623-936-4729","623-218-6104","www.BuildingArizonaFamilies.com","1007"
"1125","NJJFCS","Jewish Family and Children's Service","Birchfield Drive","Suite 702","Mount Laurel","NJ","08054","856-778-7775","856-778-7710","jfedsnj.wwwcomm.com/jfcs.html","1007"
"1126","TXGCA","Gladney Center for Adoption","6300 John Ryan Drive","","Fort Worth","TX","76132","817-922-6064","","",""
"1127","SCCAS","Carolina Adoption Services","106 Chadwick Drive","","Charleston","SC","29407","843-852-9104","","www.carolinaadoption.org","1007"
"1128","FLBCH","Florida Baptist Children's Home","8415 Buck Lake Road","","Tallahassee","FL","32317","850-878-1458","","","1007"
"1129","TXDFPS","Dept of Care & Protective Services","14000 Summit Drive","Suite 100","Austin","TX","78728","512-834-3218","512-339-5902","dfps.state.tx.us","1007"
"1130","COBCS","Bethany Christian Services,","4820 Rusina","Suite C","Colorado Springs","CO","80907","719-591-7595","719-598-3204","","1007"
"1131","MIFAC","Family Adoption Consultants","421 W Crosstown Pkwy","","Kalamazoo","MI","49001","269-343-3316","269-343-3359","www.facadopt.org","1007"
"1132","vadssma","Smyth County DSS","121 Bagley Circle","Suite 200","Marion","VA","24354","276-783-8148","276-783-6327","","1007"
"1133","TNDCSCL","Deptartment of Children's Services","350 Pageant Lane","Suite 401","Clarksville","TN","37040","931-503-3224","931-920-7660","","1007"
"1134","FLOCOC","One Church One Child","111 W Madison Street","Claude Pepper Bldg Room 806","Tallahassee","FL","32399","850-414-5620","850-488-2647","","1007"
"1135","MOCSCY","Catholic Services for Children and Youth","20 Archbishop May Drive","","St. Louis","MO","63119","314-792-7400","314-792-7438","","1007"
"1137","NCDSSLC","Lenoir County Department of Social Services","130 W King Street","","Kinston","NC","28501","252-559-6400","","","1007"
"1138","NYCFC","Catholic Family Center","87 North Clinton","","Rochester","NY","14604","585-262-7078","","www.cfcrochester.com","1007"
"1139","MSHHAH","Harden House Adoption - Hattiesburg","PO Box 647","","Hattiesburg","MS","39403-0647","601-583-8617","601-583-8616","www.hardenhouse.org","1007"
"1140","NCLFS-C","Lutheran Family Services - Charlotte","4822 Albemarle Road","","Charlotte","NC","28205","704-940-3333","704-569-9633","www.lfscarolinas.org","1007"
"1141","VASCSS","Surry County Social Services","PO Box 263","","Surry","VA","23883","757-294-5240","","","1007"
"1142","TNDCSPU","Dept of Children Services","631 East Madison Street","","Pulaski","TN","38478","931-424-4004","931-424-4005","","1007"
"1143","NYFSW","Family Services of Westchester","One Gateway Plaza","","Port Chester","NY","10573","914-937-2320","914-937-4902","","1007"
"1144","TNDCSTU","Dept of Children's Services Tullahoma","151 Freeman Street","","Tullahoma","TN","37243","931-454-1434","931-454-1937","","1007"
"1145","TNDCSCO","Tennessee Dept of Children's Services Columbia","1400 College Park Drive","","Columbia","TN","37243","931-380-2587","","","1007"
"1146","TNDCS-CO","Dept. of Children Services","417 East Broad Street","","Cookville","TN","38501","931-646-3058","","","1007"
"1147","FLKHU","Kids Hope United","5324 Silver Star Road","","Orlando","FL","32808","407-367-8782","407-578-8864","","1007"
